Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Rarely,168,Research & Development,1,5,Marketing,1,2042,3,Female,78,2,1,Sales Representative,1,Married,15436,11200,6,Y,No,25,3,1,80,1,38,0,1,38,7,14,16
24,Yes,Travel_Rarely,524,Research & Development,24,2,Medical,1,2043,3,Male,61,3,1,Laboratory Technician,2,Divorced,2374,19556,3,Y,Yes,15,3,2,80,1,37,3,1,5,0,5,5
59,No,Travel_Rarely,254,Research & Development,19,4,Human Resources,1,2044,3,Male,49,1,4,Laboratory Technician,1,Single,5093,4690,5,Y,No,15,3,1,80,2,38,0,3,9,9,0,9
59,Yes,Non-Travel,1323,Research & Development,8,4,Life Sciences,1,2045,4,Male,75,3,1,Sales Representative,2,Divorced,15747,9789,1,Y,Yes,22,3,1,80,3,25,5,4,25,5,14,16
53,Yes,Travel_Rarely,911,Research & Development,9,1,Other,1,2046,1,Male,87,2,5,Manager,3,Single,15532,19897,2,Y,No,15,3,1,80,1,3,4,4,3,3,3,3
37,No,Travel_Rarely,886,Research & Development,10,5,Human Resources,1,2047,1,Male,45,1,4,Manager,2,Divorced,7360,2632,0,Y,No,22,3,3,80,2,29,0,4,3,3,3,3
21,No,Travel_Rarely,319,Research & Development,9,3,Other,1,2048,4,Male,30,2,3,Manufacturing Director,1,Divorced,8057,4465,5,Y,No,11,3,2,80,1,5,5,1,5,3,5,5
24,No,Travel_Rarely,1104,Research & Development,22,3,Life Sciences,1,2049,1,Male,75,4,4,Manufacturing Director,4,Married,7958,6269,8,Y,No,16,3,2,80,1,6,0,2,6,6,0,6
18,No,Travel_Rarely,1489,Sales,21,1,Human Resources,1,2050,2,Female,61,4,2,Research Scientist,3,Single,15039,20547,0,Y,Yes,16,3,1,80,2,8,2,4,8,8,8,7
59,No,Travel_Rarely,583,Research & Development,4,2,Other,1,2051,1,Male,43,4,4,Manager,4,Single,17844,13173,5,Y,No,23,3,3,80,0,5,4,2,5,5,5,5
30,Yes,Travel_Rarely,1396,Research & Development,5,1,Medical,1,2052,1,Male,43,3,1,Laboratory Technician,1,Married,18188,10347,6,Y,No,25,4,4,80,3,10,3,3,10,7,10,2
39,No,Travel_Frequently,705,Sales,9,2,Marketing,1,2053,2,Female,94,4,3,Manager,3,Single,3400,2292,3,Y,No,25,3,1,80,2,10,3,2,10,7,1,10
38,Yes,Travel_Rarely,854,Human Resources,29,5,Medical,1,2054,3,Female,54,3,2,Laboratory Technician,3,Married,15657,25356,4,Y,Yes,13,3,1,80,1,6,4,2,6,6,6,6
39,No,Travel_Rarely,200,Research & Development,23,5,Other,1,2055,3,Male,71,3,4,Laboratory Technician,3,Married,15253,3176,9,Y,No,19,3,1,80,1,25,4,3,25,14,12,3
45,No,Travel_Rarely,1455,Sales,15,4,Technical Degree,1,2056,3,Male,42,2,3,Sales Executive,4,Married,14207,25243,1,Y,No,12,3,2,80,2,26,6,3,25,0,15,16
26,Yes,Travel_Frequently,1450,Research & Development,16,4,Human Resources,1,2057,4,Male,82,1,1,Healthcare Representative,4,Married,13566,5987,5,Y,Yes,12,3,3,80,3,11,2,1,11,11,7,1
43,No,Travel_Rarely,324,Research & Development,5,4,Marketing,1,2058,2,Male,97,1,3,Research Scientist,1,Married,2199,10182,3,Y,Yes,23,3,2,80,1,27,2,1,26,2,14,10
26,No,Travel_Rarely,1209,Research & Development,4,4,Human Resources,1,2059,2,Male,89,2,3,Research Scientist,1,Divorced,8089,11632,0,Y,No,23,3,4,80,0,0,2,4,0,0,0,0
32,No,Travel_Rarely,1090,Research & Development,11,3,Technical Degree,1,2060,4,Male,97,4,2,Human Resources,2,Married,5373,18740,9,Y,Yes,25,3,1,80,0,40,6,1,37,1,1,13
27,No,Travel_Frequently,728,Research & Development,28,4,Technical Degree,1,2061,2,Male,70,2,5,Research Scientist,1,Single,11298,10486,0,Y,No,13,3,1,80,3,40,2,3,19,16,8,1
41,Yes,Travel_Rarely,315,Research & Development,27,4,Technical Degree,1,2062,1,Male,35,2,1,Research Scientist,2,Divorced,3047,20827,9,Y,Yes,24,3,4,80,2,6,1,2,6,6,6,5
59,Yes,Travel_Rarely,543,Research & Development,12,4,Other,1,2063,3,Male,55,1,2,Manager,4,Married,3297,22685,9,Y,Yes,19,3,3,80,1,39,4,1,29,12,13,8
25,Yes,Travel_Rarely,259,Sales,14,2,Medical,1,2064,2,Female,51,3,2,Sales Executive,1,Married,2502,17251,8,Y,No,11,3,4,80,0,9,6,1,9,2,0,8
41,No,Travel_Rarely,1402,Research & Development,9,4,Other,1,2065,2,Male,58,2,2,Research Director,3,Married,3909,5069,1,Y,No,23,3,4,80,3,34,5,2,34,14,9,16
33,No,Travel_Rarely,1031,Sales,10,1,Medical,1,2066,3,Male,69,2,5,Sales Executive,2,Married,3347,25793,9,Y,No,11,4,4,80,2,4,2,2,4,4,4,2
43,No,Travel_Frequently,1292,Research & Development,10,4,Marketing,1,2067,4,Male,95,3,5,Human Resources,2,Married,5484,8033,2,Y,Yes,13,3,1,80,1,19,5,3,14,12,12,14
44,No,Travel_Rarely,1366,Research & Development,12,4,Technical Degree,1,2068,3,Male,65,1,4,Manufacturing Director,2,Married,7250,7321,0,Y,No,13,3,2,80,3,15,6,3,15,14,1,14
54,No,Travel_Rarely,242,Research & Development,15,3,Medical,1,2069,4,Female,48,4,4,Laboratory Technician,4,Married,5152,6880,2,Y,No,23,3,4,80,0,12,1,3,12,12,12,12
21,Yes,Travel_Rarely,150,Research & Development,29,4,Life Sciences,1,2070,4,Female,45,2,1,Sales Representative,2,Married,2838,16212,5,Y,No,12,3,3,80,0,4,3,3,4,4,4,4
41,Yes,Travel_Frequently,637,Sales,2,2,Life Sciences,1,2071,1,Male,63,4,1,Research Director,1,Single,5580,20495,8,Y,No,13,3,3,80,3,4,0,3,4,4,3,4
36,Yes,Travel_Frequently,1239,Sales,28,5,Medical,1,2072,3,Male,92,4,5,Healthcare Representative,2,Single,15949,23915,3,Y,Yes,14,3,1,80,0,35,4,1,14,14,14,12
53,No,Travel_Rarely,290,Sales,1,4,Marketing,1,2073,2,Female,54,2,5,Laboratory Technician,3,Divorced,16821,10676,3,Y,Yes,23,3,1,80,3,37,6,2,13,9,1,7
56,Yes,Travel_Rarely,874,Research & Development,19,4,Human Resources,1,2074,4,Male,98,4,5,Manufacturing Director,4,Single,6556,24304,5,Y,No,22,3,3,80,1,19,2,3,19,5,7,1
27,No,Non-Travel,449,Human Resources,8,4,Other,1,2075,1,Female,43,2,2,Manager,4,Single,8929,7844,0,Y,No,23,3,1,80,2,8,3,4,8,0,8,8
42,No,Travel_Rarely,1246,Sales,6,3,Technical Degree,1,2076,3,Male,50,3,5,Healthcare Representative,1,Married,4173,21562,2,Y,No,17,3,4,80,0,14,6,3,14,6,1,6
35,Yes,Travel_Rarely,764,Research & Development,10,5,Medical,1,2077,4,Female,73,3,2,Manufacturing Director,3,Single,9253,16171,1,Y,No,21,3,3,80,1,34,5,4,0,0,0,0
36,No,Travel_Rarely,890,Research & Development,25,3,Marketing,1,2078,1,Male,81,3,2,Laboratory Technician,4,Single,11388,2320,6,Y,No,24,3,2,80,1,4,4,2,4,1,4,4
53,Yes,Travel_Rarely,126,Research & Development,20,3,Other,1,2079,2,Male,77,3,1,Manager,4,Single,5110,14290,1,Y,Yes,23,4,4,80,3,8,4,4,8,8,4,8
27,No,Travel_Rarely,520,Research & Development,13,3,Human Resources,1,2080,4,Male,91,1,3,Sales Representative,4,Married,4993,18332,3,Y,No,13,3,4,80,1,39,6,1,0,0,0,0
50,No,Travel_Frequently,1346,Research & Development,28,2,Marketing,1,2081,4,Female,31,3,4,Research Scientist,1,Divorced,6797,7359,3,Y,Yes,25,3,4,80,3,7,5,1,7,7,7,7
22,Yes,Travel_Frequently,1114,Sales,24,5,Human Resources,1,2082,2,Female,71,2,4,Manager,1,Single,19771,24169,6,Y,No,20,3,2,80,1,1,3,3,1,1,1,1
52,No,Travel_Rarely,866,Research & Development,24,2,Life Sciences,1,2083,2,Female,95,2,1,Laboratory Technician,4,Married,15278,22456,9,Y,No,11,3,4,80,3,7,5,2,7,7,4,6
51,Yes,Travel_Frequently,948,Research & Development,20,2,Other,1,2084,2,Male,57,2,1,Research Director,2,Single,14355,11157,9,Y,Yes,25,3,2,80,3,1,2,1,1,1,1,1
50,No,Non-Travel,679,Research & Development,17,5,Other,1,2085,4,Female,34,4,5,Research Scientist,4,Married,12914,17857,1,Y,No,23,3,3,80,3,5,3,4,5,0,5,2
38,No,Travel_Rarely,592,Research & Development,23,2,Human Resources,1,2086,1,Male,37,2,5,Healthcare Representative,3,Married,6495,16808,3,Y,No,18,3,3,80,2,0,4,3,0,0,0,0
34,No,Travel_Frequently,1222,Sales,12,5,Life Sciences,1,2087,1,Male,71,1,5,Research Director,3,Single,19497,4850,2,Y,No,19,3,4,80,1,19,0,2,19,10,15,15
39,Yes,Travel_Rarely,1141,Research & Development,4,4,Technical Degree,1,2088,2,Male,55,1,2,Human Resources,4,Divorced,3171,15074,8,Y,No,19,3,3,80,2,3,5,2,3,3,0,2
54,Yes,Travel_Rarely,651,Research & Development,4,3,Medical,1,2089,1,Male,87,1,2,Sales Representative,4,Divorced,6227,9857,4,Y,No,23,3,1,80,0,18,1,3,6,6,6,6
32,No,Travel_Frequently,148,Research & Development,5,2,Life Sciences,1,2090,2,Female,40,1,5,Human Resources,4,Married,14383,7476,6,Y,No,12,3,2,80,1,23,1,2,13,7,13,13
52,Yes,Travel_Rarely,1156,Research & Development,22,5,Marketing,1,2091,2,Female,51,1,2,Human Resources,3,Single,2898,20594,9,Y,No,14,4,1,80,1,18,6,1,18,10,1,14
45,Yes,Travel_Rarely,618,Research & Development,29,1,Human Resources,1,2092,3,Male,83,1,1,Research Director,1,Married,14916,12069,5,Y,Yes,14,3,4,80,0,24,2,1,24,3,11,10
24,No,Travel_Rarely,526,Research & Development,21,2,Other,1,2093,1,Male,70,3,5,Sales Representative,2,Divorced,9733,12724,7,Y,No,23,3,3,80,1,35,2,4,32,7,2,6
49,No,Travel_Rarely,790,Research & Development,2,2,Marketing,1,2094,4,Female,69,1,4,Manager,1,Married,2372,24794,6,Y,No,23,3,3,80,1,1,6,1,1,1,1,1
28,No,Travel_Rarely,416,Research & Development,1,5,Other,1,2095,3,Female,41,4,4,Laboratory Technician,2,Single,10833,21097,9,Y,Yes,23,3,4,80,0,26,6,1,17,0,4,7
27,No,Travel_Rarely,1209,Research & Development,19,1,Life Sciences,1,2096,2,Male,45,1,2,Research Director,3,Married,3220,3801,9,Y,No,18,3,3,80,1,4,3,2,4,3,4,4
26,No,Non-Travel,847,Sales,14,1,Other,1,2097,3,Female,72,2,4,Laboratory Technician,3,Married,19933,23933,8,Y,No,14,3,3,80,3,26,1,3,26,14,8,5
31,No,Travel_Rarely,911,Sales,20,4,Other,1,2098,2,Female,55,2,5,Human Resources,3,Single,4859,15467,8,Y,Yes,17,3,4,80,1,11,2,1,11,4,5,10
30,Yes,Travel_Rarely,1341,Sales,25,2,Other,1,2099,2,Male,35,4,4,Human Resources,3,Divorced,17263,18210,3,Y,Yes,21,3,1,80,3,13,1,2,13,5,10,13
42,No,Non-Travel,1214,Research & Development,25,3,Other,1,2100,2,Female,48,1,1,Human Resources,1,Married,9003,10338,3,Y,No,18,3,4,80,3,19,5,4,19,14,7,2
19,Yes,Travel_Rarely,1380,Research & Development,23,2,Marketing,1,2101,1,Male,52,3,2,Manufacturing Director,2,Single,17611,25203,3,Y,Yes,12,3,2,80,1,14,5,1,14,14,14,9
52,No,Travel_Frequently,206,Research & Development,10,3,Human Resources,1,2102,2,Female,54,3,4,Human Resources,3,Single,13453,11972,8,Y,No,22,3,2,80,0,35,2,3,0,0,0,0
24,No,Travel_Rarely,496,Research & Development,6,3,Medical,1,2103,2,Male,45,3,2,Research Scientist,2,Divorced,15954,19257,5,Y,No,15,3,3,80,2,13,6,2,13,13,9,9
38,Yes,Travel_Rarely,1005,Sales,2,5,Marketing,1,2104,1,Male,31,3,1,Sales Executive,2,Married,6376,3143,2,Y,Yes,11,3,4,80,2,21,6,1,21,7,12,12
35,Yes,Travel_Frequently,250,Sales,22,2,Technical Degree,1,2105,1,Male,87,1,4,Research Director,4,Married,16877,10465,4,Y,No,15,3,4,80,3,38,1,1,27,2,12,7
20,No,Travel_Rarely,370,Sales,5,5,Human Resources,1,2106,2,Female,47,4,5,Manager,1,Married,12213,14185,9,Y,Yes,25,3,4,80,2,39,2,2,23,18,2,13
59,Yes,Travel_Rarely,212,Research & Development,7,4,Human Resources,1,2107,1,Female,73,3,3,Human Resources,1,Married,6665,3840,9,Y,No,13,3,2,80,1,4,4,4,4,4,4,0
56,Yes,Travel_Rarely,1011,Sales,1,3,Technical Degree,1,2108,4,Male,83,1,4,Human Resources,1,Married,4830,9428,3,Y,Yes,11,3,2,80,3,26,4,2,25,4,10,6
58,Yes,Travel_Rarely,710,Sales,4,1,Life Sciences,1,2109,4,Male,38,1,1,Laboratory Technician,1,Single,4270,13549,4,Y,Yes,22,3,2,80,3,29,2,1,26,5,6,9
28,Yes,Travel_Rarely,339,Research & Development,29,3,Technical Degree,1,2110,2,Female,31,1,3,Research Scientist,2,Single,8826,20074,7,Y,Yes,18,3,1,80,3,34,0,3,20,13,0,3
56,Yes,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2111,3,Male,84,1,4,Sales Representative,3,Single,7592,6732,7,Y,No,18,3,1,80,0,19,4,2,19,3,5,14
41,Yes,Travel_Rarely,729,Sales,26,3,Medical,1,2112,1,Female,34,1,2,Healthcare Representative,3,Divorced,8780,2360,5,Y,No,12,3,4,80,1,7,1,2,7,0,2,7
36,No,Travel_Rarely,1397,Research & Development,28,5,Life Sciences,1,2113,3,Female,49,2,1,Manager,2,Divorced,18621,26334,7,Y,No,17,3,3,80,2,31,0,1,0,0,0,0
21,No,Travel_Rarely,793,Research & Development,11,2,Medical,1,2114,4,Female,33,1,4,Healthcare Representative,3,Married,16399,26915,7,Y,Yes,12,4,3,80,3,25,6,3,25,13,8,0
43,No,Travel_Rarely,819,Research & Development,11,1,Medical,1,2115,2,Male,34,1,1,Manufacturing Director,4,Married,16522,19445,5,Y,Yes,18,3,3,80,2,15,3,4,13,4,4,10
55,No,Travel_Rarely,1010,Research & Development,7,5,Other,1,2116,4,Male,46,1,5,Sales Executive,2,Single,13669,12449,2,Y,No,21,3,1,80,0,9,5,4,3,3,3,3
59,Yes,Travel_Frequently,454,Sales,2,2,Other,1,2117,1,Male,34,2,3,Manufacturing Director,2,Married,7263,19910,8,Y,No,24,4,2,80,0,1,5,4,1,0,1,1
49,No,Travel_Rarely,491,Research & Development,29,1,Technical Degree,1,2118,1,Male,79,2,3,Laboratory Technician,4,Married,2247,20283,7,Y,No,13,3,4,80,3,10,0,2,10,9,7,10
56,No,Travel_Rarely,1239,Research & Development,4,4,Medical,1,2119,2,Male,54,4,5,Laboratory Technician,4,Married,5738,24822,3,Y,No,20,3,2,80,0,22,5,4,19,6,15,0
53,No,Travel_Rarely,981,Sales,6,3,Life Sciences,1,2120,1,Male,54,4,3,Healthcare Representative,3,Single,18211,11589,4,Y,No,21,3,2,80,2,19,4,1,19,8,7,1
57,No,Travel_Rarely,296,Research & Development,9,1,Marketing,1,2121,1,Female,71,1,3,Sales Executive,1,Married,15441,3005,3,Y,No,11,3,4,80,1,35,5,1,35,6,6,16
54,No,Travel_Rarely,1151,Research & Development,19,4,Other,1,2122,1,Female,60,3,5,Manager,1,Divorced,15430,18365,0,Y,No,15,4,2,80,3,23,4,2,23,17,5,3
50,No,Travel_Rarely,328,Research & Development,3,2,Human Resources,1,2123,3,Male,76,1,2,Research Scientist,4,Single,15731,12538,6,Y,No,19,3,1,80,0,33,2,3,12,12,3,0
53,Yes,Travel_Frequently,765,Sales,25,1,Human Resources,1,2124,2,Female,80,4,3,Sales Executive,3,Married,5350,11584,4,Y,No,15,3,2,80,1,18,1,2,16,1,6,13
20,Yes,Travel_Rarely,496,Research & Development,2,4,Life Sciences,1,2125,2,Female,84,3,2,Research Director,1,Divorced,10539,17010,8,Y,No,18,3,2,80,1,21,3,4,21,17,9,7
26,Yes,Travel_Rarely,268,Sales,9,2,Other,1,2126,2,Male,89,3,1,Laboratory Technician,4,Single,14394,10997,7,Y,Yes,15,3,3,80,1,8,5,4,8,0,8,0
25,No,Travel_Rarely,336,Research & Development,1,5,Marketing,1,2127,1,Female,56,4,1,Manager,3,Married,13180,20522,1,Y,No,15,3,3,80,2,25,5,3,16,7,8,12
50,Yes,Travel_Rarely,1268,Sales,10,3,Medical,1,2128,1,Male,68,1,3,Research Scientist,3,Single,8619,8562,9,Y,Yes,20,3,3,80,2,18,5,1,8,8,6,8
23,No,Travel_Rarely,401,Sales,17,4,Other,1,2129,1,Male,42,4,1,Healthcare Representative,3,Married,19802,18051,1,Y,No,21,3,4,80,2,20,0,2,20,9,11,3
58,No,Travel_Rarely,1093,Research & Development,3,5,Life Sciences,1,2130,2,Female,64,3,5,Human Resources,1,Married,9141,9263,8,Y,No,17,3,3,80,2,39,4,3,1,1,1,1
56,Yes,Travel_Rarely,416,Research & Development,26,2,Medical,1,2131,3,Female,77,2,3,Sales Representative,2,Divorced,8636,2683,9,Y,No,13,3,2,80,0,11,5,3,11,11,7,2
21,Yes,Travel_Rarely,205,Research & Development,19,1,Other,1,2132,4,Male,43,1,5,Manufacturing Director,4,Married,2906,18391,4,Y,No,18,3,1,80,3,17,4,2,17,1,10,4
30,No,Travel_Frequently,106,Research & Development,1,3,Technical Degree,1,2133,2,Male,65,4,2,Laboratory Technician,4,Married,3998,11799,3,Y,No,24,3,3,80,0,38,6,3,25,14,6,2
19,No,Travel_Rarely,1457,Sales,28,2,Marketing,1,2134,2,Female,82,4,4,Human Resources,2,Divorced,13676,4072,6,Y,No,15,3,4,80,1,8,4,1,8,8,8,8
22,Yes,Travel_Rarely,370,Research & Development,17,4,Human Resources,1,2135,3,Female,68,4,4,Manufacturing Director,1,Divorced,6505,15126,8,Y,No,14,4,1,80,0,37,4,1,9,9,9,9
44,No,Travel_Rarely,523,Research & Development,9,3,Life Sciences,1,2136,4,Female,34,2,3,Healthcare Representative,1,Single,10138,10095,2,Y,No,19,3,3,80,1,34,4,4,34,9,1,2
49,No,Travel_Frequently,977,Sales,21,5,Human Resources,1,2137,4,Male,39,2,5,Manager,4,Married,8019,5593,1,Y,Yes,25,3,1,80,0,36,4,4,10,10,9,8
38,No,Travel_Rarely,1159,Research & Development,4,3,Medical,1,2138,1,Female,31,1,4,Healthcare Representative,2,Single,6467,21311,0,Y,No,12,3,4,80,1,11,0,2,11,6,11,11
25,Yes,Travel_Rarely,196,Sales,29,5,Medical,1,2139,4,Male,68,1,3,Human Resources,2,Single,3532,18099,1,Y,Yes,13,3,3,80,0,0,0,4,0,0,0,0
55,Yes,Travel_Rarely,272,Human Resources,17,2,Technical Degree,1,2140,1,Female,54,1,4,Sales Executive,2,Married,14732,8636,7,Y,No,21,3,3,80,0,19,6,1,15,4,15,12
25,No,Travel_Rarely,1309,Research & Development,4,1,Medical,1,2141,2,Male,63,4,4,Manager,2,Single,6128,9637,5,Y,No,14,3,2,80,1,16,6,4,16,14,14,3
20,No,Travel_Rarely,553,Research & Development,12,3,Medical,1,2142,3,Female,85,2,1,Manufacturing Director,3,Single,9175,8142,2,Y,No,12,3,2,80,2,39,0,3,27,18,10,7
20,No,Travel_Rarely,1082,Research & Development,15,1,Human Resources,1,2143,2,Male,51,1,3,Manufacturing Director,3,Married,10661,23372,9,Y,No,23,3,3,80,1,3,5,1,3,3,3,3
39,Yes,Travel_Rarely,291,Research & Development,25,1,Human Resources,1,2144,4,Male,62,2,4,Laboratory Technician,4,Married,15076,10074,7,Y,Yes,25,4,4,80,3,1,0,1,1,1,1,1
23,No,Travel_Rarely,1138,Sales,1,3,Life Sciences,1,2145,2,Female,99,3,3,Healthcare Representative,2,Divorced,3373,15742,4,Y,No,11,3,2,80,0,20,4,4,20,15,12,4
19,Yes,Travel_Rarely,111,Research & Development,5,3,Life Sciences,1,2146,3,Male,87,1,1,Research Director,3,Married,10312,2751,5,Y,No,22,4,1,80,1,1,5,3,1,1,0,1
40,No,Travel_Rarely,1155,Sales,17,1,Medical,1,2147,3,Female,59,2,3,Manufacturing Director,2,Divorced,12427,11512,6,Y,No,22,3,2,80,0,9,0,2,9,3,9,9
19,No,Travel_Rarely,922,Research & Development,1,4,Other,1,2148,1,Female,92,1,1,Sales Representative,1,Married,12077,3423,3,Y,No,20,3,4,80,2,10,4,4,10,10,10,10
55,No,Travel_Rarely,680,Research & Development,15,4,Marketing,1,2149,2,Male,96,2,4,Research Director,4,Married,15889,21608,6,Y,No,15,3,4,80,1,15,4,4,13,13,13,8
34,No,Travel_Frequently,1037,Research & Development,25,3,Life Sciences,1,2150,3,Female,41,2,4,Healthcare Representative,3,Married,14065,5613,9,Y,No,18,3,3,80,2,2,2,3,2,2,2,2
52,Yes,Travel_Rarely,1164,Research & Development,21,1,Medical,1,2151,3,Female,39,4,4,Sales Executive,3,Married,11181,24475,6,Y,No,15,3,3,80,0,12,0,3,12,0,11,12
51,Yes,Travel_Rarely,1421,Research & Development,25,1,Other,1,2152,3,Male,91,3,1,Research Director,1,Married,16143,25208,8,Y,No,20,3,2,80,2,21,4,1,21,18,0,9
40,No,Travel_Rarely,489,Research & Development,19,2,Other,1,2153,3,Male,92,1,2,Laboratory Technician,4,Married,11627,25278,2,Y,Yes,17,3,1,80,1,33,3,1,24,4,1,10
47,No,Travel_Rarely,1277,Sales,9,1,Human Resources,1,2154,4,Male,65,2,1,Manufacturing Director,2,Married,18004,22924,4,Y,No,20,3,4,80,1,32,0,3,28,3,9,5
25,No,Travel_Rarely,828,Research & Development,25,4,Other,1,2155,2,Male,85,1,1,Sales Representative,3,Married,4466,24576,4,Y,No,20,4,1,80,3,25,4,1,22,3,13,14
39,No,Travel_Rarely,890,Sales,10,2,Technical Degree,1,2156,2,Male,35,2,5,Human Resources,3,Married,10328,26409,8,Y,No,13,3,2,80,0,27,6,1,27,14,6,15
53,No,Travel_Rarely,521,Research & Development,20,4,Human Resources,1,2157,2,Female,60,3,4,Manufacturing Director,3,Divorced,16061,5403,7,Y,No,20,3,2,80,1,26,2,3,6,6,0,6
22,Yes,Travel_Rarely,372,Sales,29,5,Human Resources,1,2158,4,Female,62,2,4,Manufacturing Director,2,Single,14370,4345,5,Y,No,11,3,1,80,3,35,6,1,13,10,7,2
30,No,Travel_Rarely,797,Research & Development,17,3,Technical Degree,1,2159,4,Male,92,2,5,Manager,3,Married,12555,23112,7,Y,Yes,22,3,4,80,1,27,2,2,20,17,13,13
46,Yes,Travel_Rarely,1203,Sales,10,5,Human Resources,1,2160,3,Female,67,1,2,Human Resources,1,Divorced,12502,6158,9,Y,No,21,3,2,80,1,38,4,1,30,11,13,6
48,No,Travel_Rarely,272,Sales,28,3,Life Sciences,1,2161,4,Female,55,3,3,Manufacturing Director,4,Single,12777,21806,0,Y,No,24,3,4,80,0,14,1,3,2,2,2,2
33,No,Travel_Rarely,1489,Research & Development,17,4,Human Resources,1,2162,1,Male,45,2,4,Research Director,3,Single,8221,17897,5,Y,No,11,3,1,80,3,17,1,4,17,5,11,7
59,No,Travel_Rarely,958,Sales,22,4,Technical Degree,1,2163,4,Male,53,1,4,Laboratory Technician,4,Married,6575,7541,3,Y,No,19,3,4,80,2,34,1,3,17,8,2,8
47,Yes,Travel_Rarely,316,Research & Development,24,5,Medical,1,2164,3,Female,53,2,1,Research Scientist,1,Single,5878,6251,3,Y,Yes,25,3,1,80,3,4,0,3,4,4,4,4
33,No,Travel_Frequently,1276,Sales,20,3,Medical,1,2165,2,Male,54,1,2,Manufacturing Director,4,Married,9973,22992,6,Y,No,22,4,1,80,2,6,3,2,6,4,0,6
29,Yes,Travel_Rarely,1411,Research & Development,29,3,Medical,1,2166,4,Female,52,3,2,Manufacturing Director,1,Married,16277,14865,9,Y,No,20,3,3,80,3,17,6,4,1,1,1,1
34,Yes,Travel_Rarely,1055,Research & Development,20,2,Technical Degree,1,2167,2,Male,83,4,2,Sales Representative,4,Divorced,13804,19754,8,Y,No,19,3,4,80,1,7,1,2,7,7,7,7
33,Yes,Non-Travel,313,Research & Development,28,1,Technical Degree,1,2168,2,Female,96,3,2,Sales Representative,2,Single,2043,13783,0,Y,No,15,3,4,80,1,10,2,1,10,10,10,7
29,No,Travel_Rarely,750,Sales,2,2,Life Sciences,1,2169,1,Female,61,1,5,Human Resources,2,Married,14382,13185,3,Y,No,17,3,2,80,3,38,0,4,25,7,10,15
25,No,Travel_Rarely,953,Research & Development,18,4,Technical Degree,1,2170,1,Male,76,3,1,Research Scientist,4,Divorced,11250,14041,5,Y,Yes,24,3,3,80,1,18,0,1,4,4,4,1
37,No,Travel_Rarely,823,Research & Development,27,5,Other,1,2171,4,Male,64,1,5,Manufacturing Director,3,Married,3945,22995,5,Y,Yes,16,3,3,80,0,10,3,2,10,10,4,6
20,No,Travel_Rarely,530,Research & Development,20,3,Medical,1,2172,2,Female,43,1,5,Laboratory Technician,4,Single,3911,20077,7,Y,Yes,19,3,3,80,1,21,5,2,21,3,9,17
33,Yes,Travel_Rarely,435,Research & Development,18,2,Technical Degree,1,2173,3,Female,54,3,3,Laboratory Technician,1,Single,8728,26059,5,Y,No,15,4,4,80,3,31,5,4,31,5,9,0
47,No,Travel_Frequently,722,Research & Development,10,5,Marketing,1,2174,2,Female,88,4,1,Sales Representative,4,Divorced,3716,11599,5,Y,No,13,3,2,80,2,13,2,4,13,13,12,3
40,No,Travel_Frequently,745,Sales,16,5,Human Resources,1,2175,2,Female,83,3,2,Manager,1,Single,17540,11252,3,Y,No,11,4,1,80,0,30,5,2,13,0,4,9
45,Yes,Travel_Frequently,460,Sales,9,1,Life Sciences,1,2176,1,Male,37,1,1,Laboratory Technician,2,Married,6876,22326,7,Y,No,21,3,4,80,3,17,5,1,17,17,12,11
57,No,Travel_Rarely,160,Sales,3,3,Medical,1,2177,1,Male,37,4,2,Research Director,3,Single,9763,11562,2,Y,No,12,3,3,80,0,20,4,2,4,4,4,4
22,No,Travel_Rarely,550,Sales,7,5,Other,1,2178,1,Female,32,1,3,Research Director,3,Single,5772,13664,3,Y,No,20,3,4,80,1,19,0,2,19,6,13,12
37,No,Travel_Rarely,886,Sales,5,3,Other,1,2179,1,Male,41,4,4,Sales Representative,1,Single,17835,2264,2,Y,Yes,25,4,4,80,2,37,0,2,3,3,3,3
57,No,Travel_Rarely,1374,Research & Development,24,2,Medical,1,2180,4,Male,61,3,5,Human Resources,3,Married,11714,12862,0,Y,No,18,4,2,80,1,2,1,2,2,2,2,2
18,No,Travel_Rarely,461,Research & Development,20,5,Other,1,2181,4,Female,50,3,3,Laboratory Technician,4,Married,3576,14805,3,Y,No,12,3,1,80,1,10,6,2,10,10,7,8
47,No,Travel_Rarely,557,Research & Development,16,5,Marketing,1,2182,2,Female,70,1,5,Healthcare Representative,3,Single,14208,7852,4,Y,No,13,3,4,80,2,36,5,4,36,9,11,6
38,Yes,Travel_Frequently,1411,Sales,25,2,Life Sciences,1,2183,4,Male,71,4,2,Manager,4,Single,2680,2748,9,Y,Yes,18,3,2,80,1,36,5,1,11,2,11,9
